dc_id,sku_id,factory_id,unit_transport_cost,holding_cost,stockout_cost,objective,transport_cost,holding_cost_total,stockout_cost_total,total_cost_check
DC011,SKU070,F002,397.0,5.955,595.5,205393.905,185796.0,13047.405,6550.5,205393.905
DC011,SKU071,F002,397.0,5.955,595.5,7146.0,0.0,0.0,7146.0,7146.0
DC012,SKU005,F002,875.0,13.125,1312.5,8792542.5,8536500.0,253417.5,2625.0,8792542.5
DC012,SKU006,F002,875.0,13.125,1312.5,7433208.124998693,7043750.0,389458.125,0.0,7433208.125
DC012,SKU007,F002,875.0,13.125,1312.5,2795677.500000001,2394000.0,72240.0,329437.5,2795677.5
DC012,SKU008,F002,875.0,13.125,1312.5,4527105.625,4165000.0,133730.625,228375.0,4527105.625
DC012,SKU009,F002,875.0,13.125,1312.5,1261911.8749073267,1190000.0,71911.875,0.0,1261911.875
DC012,SKU011,F002,875.0,13.125,1312.5,560249.375,481250.0,36999.375,42000.0,560249.375
DC012,SKU012,F002,875.0,13.125,1312.5,1498100.6249999949,1365000.0,81913.125,51187.5,1498100.625
DC012,SKU014,F002,875.0,13.125,1312.5,1445058.1249803137,1347500.0,97558.125,0.0,1445058.125
DC012,SKU015,F002,875.0,13.125,1312.5,1756085.625,1638000.0,82648.125,35437.5,1756085.625
DC012,SKU016,F002,875.0,13.125,1312.5,1306593.7499999488,1176000.0,130593.75,0.0,1306593.75
DC012,SKU019,F002,875.0,13.125,1312.5,35860033.125,34434750.0,1397720.625,27562.5,35860033.125
DC012,SKU022,F002,875.0,13.125,1312.5,27802438.125,26176500.0,842375.625,783562.5,27802438.125
DC012,SKU023,F002,875.0,13.125,1312.5,149716966.87499982,144081000.0,5595279.375,40687.5,149716966.875
DC012,SKU024,F002,875.0,13.125,1312.5,1461665.625,1338750.0,41540.625,81375.0,1461665.625
DC012,SKU025,F002,875.0,13.125,1312.5,2673142.4999999977,2467500.0,136080.0,69562.5,2673142.5
DC012,SKU026,F002,875.0,13.125,1312.5,132851.25,52500.0,8163.75,72187.5,132851.25
DC012,SKU029,F002,875.0,13.125,1312.5,19579621.25,17885000.0,1694621.25,0.0,19579621.25
DC012,SKU030,F002,875.0,13.125,1312.5,262841.24999999994,210000.0,41028.75,11812.5,262841.25
DC012,SKU031,F002,875.0,13.125,1312.5,993851.2499999993,840000.0,76413.75,77437.5,993851.25
DC012,SKU032,F002,875.0,13.125,1312.5,1106043.7499999998,1029000.0,77043.75,0.0,1106043.75
DC012,SKU034,F002,875.0,13.125,1312.5,1252321.875,1176000.0,73696.875,2625.0,1252321.875
DC012,SKU039,F002,875.0,13.125,1312.5,1168361.2499999984,955500.0,187923.75,24937.5,1168361.25
DC012,SKU041,F002,875.0,13.125,1312.5,660161.25,588000.0,32786.25,39375.0,660161.25
DC012,SKU042,F002,875.0,13.125,1312.5,222901.8749999977,168000.0,26026.875,28875.0,222901.875
DC012,SKU045,F002,875.0,13.125,1312.5,62106511.25,58730000.0,3362073.75,14437.5,62106511.25
DC012,SKU046,F002,875.0,13.125,1312.5,31430581.87499982,30439500.0,950394.375,40687.5,31430581.875
DC012,SKU047,F002,875.0,13.125,1312.5,8360690.624736375,8053500.0,307190.625,0.0,8360690.625
DC012,SKU048,F002,875.0,13.125,1312.5,100432.5,0.0,100432.5,0.0,100432.5
DC012,SKU052,F002,875.0,13.125,1312.5,155281.875,105000.0,14844.375,35437.5,155281.875
DC012,SKU053,F002,875.0,13.125,1312.5,1003060.6249999998,770000.0,33560.625,199500.0,1003060.625
DC012,SKU054,F002,875.0,13.125,1312.5,397346.25,0.0,397346.25,0.0,397346.25
DC012,SKU055,F002,875.0,13.125,1312.5,114905.0,87500.0,9030.0,18375.0,114905.0
DC012,SKU056,F002,875.0,13.125,1312.5,451937.499787208,364000.0,87937.5,0.0,451937.5
DC012,SKU057,F002,875.0,13.125,1312.5,264486.24992032937,227500.0,34361.25,2625.0,264486.25
DC012,SKU059,F002,875.0,13.125,1312.5,2613764.999999993,2520000.0,64890.0,28875.0,2613765.0
DC012,SKU060,F002,875.0,13.125,1312.5,432516.8744205022,350000.0,40516.875,42000.0,432516.875
DC012,SKU062,F002,875.0,13.125,1312.5,10176731.249999994,9843750.0,313293.75,19687.5,10176731.25
DC012,SKU063,F002,875.0,13.125,1312.5,2465080.6249999995,2318750.0,92518.125,53812.5,2465080.625
DC012,SKU068,F002,875.0,13.125,1312.5,3119361.874999954,2660000.0,402924.375,56437.5,3119361.875
DC012,SKU069,F002,875.0,13.125,1312.5,2973726.8749999995,2775500.0,161476.875,36750.0,2973726.875
DC012,SKU070,F002,875.0,13.125,1312.5,720698.1249999997,637000.0,44323.125,39375.0,720698.125
DC012,SKU071,F002,875.0,13.125,1312.5,205760.62499999898,131250.0,15448.125,59062.5,205760.625
DC013,SKU001,F002,343.0,5.1450000000000005,514.5,23152.5,0.0,0.0,23152.5,23152.5
DC013,SKU002,F002,343.0,5.1450000000000005,514.5,73547.7749999997,53508.0,5633.775000000001,14406.0,73547.775
DC013,SKU005,F002,343.0,5.1450000000000005,514.5,1894574.2199999972,1815156.0,76331.22,3087.0,1894574.22
DC013,SKU006,F002,343.0,5.1450000000000005,514.5,3606420.3349999934,3433430.0,170417.83500000002,2572.5,3606420.335
DC013,SKU008,F002,343.0,5.1450000000000005,514.5,1171588.5299999823,1080450.0,61812.030000000006,29326.5,1171588.53
DC013,SKU009,F002,343.0,5.1450000000000005,514.5,201406.16999998648,164640.0,22360.170000000002,14406.0,201406.17
DC013,SKU011,F002,343.0,5.1450000000000005,514.5,203059.4299999827,171500.0,10464.93,21094.5,203059.43
DC013,SKU012,F002,343.0,5.1450000000000005,514.5,204776.14499999987,133770.0,21099.645,49906.5,204776.145
DC013,SKU015,F002,343.0,5.1450000000000005,514.5,508681.005,477456.0,17333.505,13891.5,508681.005
DC013,SKU017,F002,343.0,5.1450000000000005,514.5,286756.5749999999,273714.0,12013.575,1029.0,286756.575
DC013,SKU019,F002,343.0,5.1450000000000005,514.5,20653367.699999865,19952310.0,684593.7000000001,16464.0,20653367.7
DC013,SKU022,F002,343.0,5.1450000000000005,514.5,10938532.395,10569888.0,274490.895,94153.5,10938532.395
DC013,SKU023,F002,343.0,5.1450000000000005,514.5,107126334.52499999,101611692.0,2796539.0250000004,2718103.5,107126334.525
DC013,SKU024,F002,343.0,5.1450000000000005,514.5,617677.83,586530.0,20343.33,10804.5,617677.83
DC013,SKU025,F002,343.0,5.1450000000000005,514.5,3639768.509999994,3457440.0,156603.51,25725.0,3639768.51
DC013,SKU026,F002,343.0,5.1450000000000005,514.5,671190.974999998,637980.0,30638.475000000002,2572.5,671190.975
DC013,SKU027,F002,343.0,5.1450000000000005,514.5,10290.0,0.0,0.0,10290.0,10290.0
DC013,SKU029,F002,343.0,5.1450000000000005,514.5,5049676.87,4821208.0,215606.37000000002,12862.5,5049676.87
DC013,SKU030,F002,343.0,5.1450000000000005,514.5,128866.81499999661,98784.0,18763.815000000002,11319.0,128866.815
DC013,SKU032,F002,343.0,5.1450000000000005,514.5,3466999.4099999983,3356598.0,105770.91,4630.5,3466999.41
DC013,SKU033,F002,343.0,5.1450000000000005,514.5,123119.84999999937,100842.0,18161.850000000002,4116.0,123119.85
DC013,SKU034,F002,343.0,5.1450000000000005,514.5,704726.084999993,642096.0,45137.08500000001,17493.0,704726.085
DC013,SKU038,F002,343.0,5.1450000000000005,514.5,20580.0,0.0,0.0,20580.0,20580.0
DC013,SKU039,F002,343.0,5.1450000000000005,514.5,2863254.239999996,2751546.0,110679.24,1029.0,2863254.24
DC013,SKU040,F002,343.0,5.1450000000000005,514.5,57037.47000000001,0.0,57037.47000000001,0.0,57037.47000000001
DC013,SKU041,F002,343.0,5.1450000000000005,514.5,223658.29499999966,181104.0,26090.295000000002,16464.0,223658.295
DC013,SKU042,F002,343.0,5.1450000000000005,514.5,58761.04499998505,32928.0,6282.045000000001,19551.0,58761.045
DC013,SKU045,F002,343.0,5.1450000000000005,514.5,12767569.604999995,12183360.0,576492.1050000001,7717.5,12767569.605
DC013,SKU046,F002,343.0,5.1450000000000005,514.5,8383016.039999998,8133216.0,237966.54,11833.5,8383016.04
DC013,SKU047,F002,343.0,5.1450000000000005,514.5,2110292.065,1997632.0,94138.065,18522.0,2110292.065
DC013,SKU048,F002,343.0,5.1450000000000005,514.5,85545.91500000001,0.0,85545.91500000001,0.0,85545.91500000001
DC013,SKU050,F002,343.0,5.1450000000000005,514.5,51604.350000000006,0.0,51604.350000000006,0.0,51604.350000000006
DC013,SKU052,F002,343.0,5.1450000000000005,514.5,57546.82499999903,41160.0,9698.325,6688.5,57546.825
DC013,SKU053,F002,343.0,5.1450000000000005,514.5,253835.4349999999,192080.0,16479.435,45276.0,253835.435
DC013,SKU056,F002,343.0,5.1450000000000005,514.5,180466.01999999987,160524.0,14797.02,5145.0,180466.02
DC013,SKU057,F002,343.0,5.1450000000000005,514.5,28966.350000000002,0.0,10958.85,18007.5,28966.35
DC013,SKU059,F002,343.0,5.1450000000000005,514.5,1432462.325,1262240.0,36966.825000000004,133255.5,1432462.325
DC013,SKU060,F002,343.0,5.1450000000000005,514.5,171486.27999999997,137200.0,13191.78,21094.5,171486.28
DC013,SKU062,F002,343.0,5.1450000000000005,514.5,5146879.639999987,4904900.0,130333.14000000001,111646.5,5146879.64
DC013,SKU063,F002,343.0,5.1450000000000005,514.5,1581735.925,1526350.0,54871.425,514.5,1581735.925
DC013,SKU068,F002,343.0,5.1450000000000005,514.5,1409779.7349999978,1289680.0,51671.23500000001,68428.5,1409779.735
DC013,SKU069,F002,343.0,5.1450000000000005,514.5,1214916.2899999933,1159340.0,46315.29,9261.0,1214916.29
DC013,SKU070,F002,343.0,5.1450000000000005,514.5,296048.445,267540.0,21305.445000000003,7203.0,296048.445
DC013,SKU071,F002,343.0,5.1450000000000005,514.5,22895.25,0.0,22895.250000000004,0.0,22895.250000000004
DC014,SKU002,F002,268.0,4.0200000000000005,402.0,3215.9999996633,0.0,0.0,3216.0,3216.0
DC014,SKU005,F002,268.0,4.0200000000000005,402.0,942251.8200000001,849024.0,90815.82,2412.0,942251.8200000001
DC014,SKU006,F002,268.0,4.0200000000000005,402.0,2209333.0399999986,1951040.0,234977.04000000004,23316.0,2209333.04
DC014,SKU008,F002,268.0,4.0200000000000005,402.0,111371.42,93800.0,11943.420000000002,5628.0,111371.42
DC014,SKU009,F002,268.0,4.0200000000000005,402.0,92760.16,42880.0,4856.160000000001,45024.0,92760.16
DC014,SKU011,F002,268.0,4.0200000000000005,402.0,165050.47999999963,134000.0,15774.480000000001,15276.0,165050.48
DC014,SKU012,F002,268.0,4.0200000000000005,402.0,58888.98,0.0,22708.980000000003,36180.0,58888.98
DC014,SKU015,F002,268.0,4.0200000000000005,402.0,242446.19999999413,218688.0,14110.2,9648.0,242446.2
DC014,SKU016,F002,268.0,4.0200000000000005,402.0,386332.71999999875,210112.0,164562.72000000003,11658.0,386332.72000000003
DC014,SKU017,F002,268.0,4.0200000000000005,402.0,124205.93999999984,101304.0,7625.9400000000005,15276.0,124205.94
DC014,SKU019,F002,268.0,4.0200000000000005,402.0,9680039.399999984,9196152.0,478661.4000000001,5226.0,9680039.4
DC014,SKU022,F002,268.0,4.0200000000000005,402.0,4926128.099999993,4756464.0,164438.1,5226.0,4926128.1
DC014,SKU023,F002,268.0,4.0200000000000005,402.0,37776136.98,35987040.0,1789096.9800000002,0.0,37776136.98
DC014,SKU024,F002,268.0,4.0200000000000005,402.0,119076.4199999998,104520.0,5310.420000000001,9246.0,119076.42
DC014,SKU025,F002,268.0,4.0200000000000005,402.0,1787388.48,1559760.0,213156.48,14472.0,1787388.48
DC014,SKU026,F002,268.0,4.0200000000000005,402.0,29563.079999999994,16080.0,1021.0800000000002,12462.0,29563.08
DC014,SKU027,F002,268.0,4.0200000000000005,402.0,62559.24,45024.0,4671.240000000001,12864.0,62559.24
DC014,SKU029,F002,268.0,4.0200000000000005,402.0,3980227.4600000004,3166688.0,809921.4600000001,3618.0,3980227.46
DC014,SKU030,F002,268.0,4.0200000000000005,402.0,27404.34,12864.0,7706.340000000001,6834.0,27404.34
DC014,SKU032,F002,268.0,4.0200000000000005,402.0,920025.24,844200.0,67785.24,8040.0,920025.24
DC014,SKU033,F002,268.0,4.0200000000000005,402.0,45791.82,33768.0,5591.820000000001,6432.0,45791.82
DC014,SKU034,F002,268.0,4.0200000000000005,402.0,437440.32,373056.0,64384.32000000001,0.0,437440.32
DC014,SKU039,F002,268.0,4.0200000000000005,402.0,558197.1,472752.0,70973.1,14472.0,558197.1
DC014,SKU040,F002,268.0,4.0200000000000005,402.0,418.08,0.0,16.080000000000002,402.0,418.08
DC014,SKU041,F002,268.0,4.0200000000000005,402.0,98341.25999999988,77184.0,6283.260000000001,14874.0,98341.26
DC014,SKU042,F002,268.0,4.0200000000000005,402.0,6166.68,0.0,136.68,6030.0,6166.68
DC014,SKU045,F002,268.0,4.0200000000000005,402.0,6951402.759999979,5445760.0,1495592.7600000002,10050.0,6951402.76
DC014,SKU046,F002,268.0,4.0200000000000005,402.0,6331857.779999988,5853120.0,469089.78,9648.0,6331857.78
DC014,SKU047,F002,268.0,4.0200000000000005,402.0,196795.0799999999,167232.0,9865.080000000002,19698.0,196795.08000000002
DC014,SKU052,F002,268.0,4.0200000000000005,402.0,5270.22,0.0,2456.2200000000003,2814.0,5270.22
DC014,SKU053,F002,268.0,4.0200000000000005,402.0,71534.55999999783,42880.0,8152.560000000001,20502.0,71534.56
DC014,SKU054,F002,268.0,4.0200000000000005,402.0,216991.56000000003,0.0,216991.56000000003,0.0,216991.56000000003
DC014,SKU055,F002,268.0,4.0200000000000005,402.0,10854.0,0.0,0.0,10854.0,10854.0
DC014,SKU056,F002,268.0,4.0200000000000005,402.0,113536.86000000002,0.0,113536.86000000002,0.0,113536.86000000002
DC014,SKU057,F002,268.0,4.0200000000000005,402.0,8844.0,0.0,0.0,8844.0,8844.0
DC014,SKU059,F002,268.0,4.0200000000000005,402.0,522591.95999999996,482400.0,22503.960000000003,17688.0,522591.96
DC014,SKU060,F002,268.0,4.0200000000000005,402.0,85568.38,42880.0,7714.380000000001,34974.0,85568.38
DC014,SKU062,F002,268.0,4.0200000000000005,402.0,2377020.639999997,2157400.0,210374.64,9246.0,2377020.64
DC014,SKU063,F002,268.0,4.0200000000000005,402.0,144063.4,107200.0,6713.400000000001,30150.0,144063.4
DC014,SKU068,F002,268.0,4.0200000000000005,402.0,586373.28,514560.0,63371.280000000006,8442.0,586373.28
DC014,SKU069,F002,268.0,4.0200000000000005,402.0,709467.0199999978,654992.0,46435.020000000004,8040.0,709467.02
DC014,SKU070,F002,268.0,4.0200000000000005,402.0,38098.88,27872.0,1382.88,8844.0,38098.880000000005
DC014,SKU071,F002,268.0,4.0200000000000005,402.0,7236.0,0.0,0.0,7236.0,7236.0
DC015,SKU001,F002,361.0,5.415,541.5,118673.33499999969,57760.0,41960.835,18952.5,118673.33499999999
DC015,SKU002,F002,361.0,5.415,541.5,238056.0349999998,206492.0,21817.035,9747.0,238056.035
DC015,SKU005,F002,361.0,5.415,541.5,2175156.765,2105352.0,62765.265,7039.5,2175156.765
DC015,SKU006,F002,361.0,5.415,541.5,7139298.449999465,6671280.0,451773.45,16245.0,7139298.45
DC015,SKU008,F002,361.0,5.415,541.5,2476564.689579511,2299570.0,176994.69,0.0,2476564.69
DC015,SKU009,F002,361.0,5.415,541.5,623687.0650000001,577600.0,38506.065,7581.0,623687.065
DC015,SKU011,F002,361.0,5.415,541.5,2029984.2249999917,1931350.0,80223.225,18411.0,2029984.225
DC015,SKU012,F002,361.0,5.415,541.5,2327489.7399999774,2158780.0,82611.24,86098.5,2327489.74
DC015,SKU013,F002,361.0,5.415,541.5,518388.78,405042.0,27789.78,85557.0,518388.78
DC015,SKU014,F002,361.0,5.415,541.5,2049131.664999996,1866370.0,171390.165,11371.5,2049131.665
DC015,SKU015,F002,361.0,5.415,541.5,1449833.759999964,1386240.0,45182.76,18411.0,1449833.76
DC015,SKU016,F002,361.0,5.415,541.5,317353.2949999999,141512.0,159596.295,16245.0,317353.29500000004
DC015,SKU017,F002,361.0,5.415,541.5,577163.1899999987,530670.0,16710.69,29782.5,577163.19
DC015,SKU019,F002,361.0,5.415,541.5,37881883.364999995,36798174.0,900682.365,183027.0,37881883.365
DC015,SKU022,F002,361.0,5.415,541.5,30185538.449999258,29098044.0,639132.45,448362.0,30185538.45
DC015,SKU023,F002,361.0,5.415,541.5,173272039.9500003,162255060.0,4078740.45,6938239.5,173272039.95
DC015,SKU024,F002,361.0,5.415,541.5,1348941.4799999995,1299600.0,39594.48,9747.0,1348941.48
DC015,SKU025,F002,361.0,5.415,541.5,14037163.709999843,13515840.0,518616.21,2707.5,14037163.71
DC015,SKU026,F002,361.0,5.415,541.5,1949508.2999999998,1862760.0,72127.8,14620.5,1949508.3
DC015,SKU027,F002,361.0,5.415,541.5,650947.98,560994.0,20641.98,69312.0,650947.98
DC015,SKU029,F002,361.0,5.415,541.5,13896160.719999984,12958456.0,914420.22,23284.5,13896160.72
DC015,SKU030,F002,361.0,5.415,541.5,376694.4749999975,346560.0,28509.975,1624.5,376694.475
DC015,SKU031,F002,361.0,5.415,541.5,6199267.084999993,5833760.0,354677.085,10830.0,6199267.085
DC015,SKU032,F002,361.0,5.415,541.5,6321535.979999957,6004152.0,311968.98,5415.0,6321535.98
DC015,SKU033,F002,361.0,5.415,541.5,44180.98499999994,30324.0,10066.485,3790.5,44180.985
DC015,SKU034,F002,361.0,5.415,541.5,2534653.1999999993,2425920.0,93571.2,15162.0,2534653.2
DC015,SKU036,F002,361.0,5.415,541.5,0.0,0.0,0.0,0.0,0.0
DC015,SKU038,F002,361.0,5.415,541.5,194517.63,0.0,194517.63,0.0,194517.63
DC015,SKU039,F002,361.0,5.415,541.5,1551348.7650000001,1470714.0,76302.765,4332.0,1551348.765
DC015,SKU040,F002,361.0,5.415,541.5,23511.929999999986,15162.0,6183.93,2166.0,23511.93
DC015,SKU041,F002,361.0,5.415,541.5,833021.94,762432.0,52178.94,18411.0,833021.94
DC015,SKU042,F002,361.0,5.415,541.5,105067.245,86640.0,7055.745,11371.5,105067.245
DC015,SKU045,F002,361.0,5.415,541.5,57486670.655,54698720.0,2785784.655,2166.0,57486670.655
DC015,SKU046,F002,361.0,5.415,541.5,39797589.43,38426284.0,1369139.43,2166.0,39797589.43
DC015,SKU047,F002,361.0,5.415,541.5,11948004.36499999,11469692.0,478312.365,0.0,11948004.365
DC015,SKU048,F002,361.0,5.415,541.5,176599.395,0.0,176599.395,0.0,176599.395
DC015,SKU050,F002,361.0,5.415,541.5,132492.415,101080.0,21123.915,10288.5,132492.415
DC015,SKU052,F002,361.0,5.415,541.5,218025.94999999876,202160.0,15324.45,541.5,218025.95
DC015,SKU053,F002,361.0,5.415,541.5,864017.4,693120.0,26316.9,144580.5,864017.4
DC015,SKU054,F002,361.0,5.415,541.5,176588.565,0.0,176588.565,0.0,176588.565
DC015,SKU055,F002,361.0,5.415,541.5,267334.9399999943,234650.0,11024.94,21660.0,267334.94
DC015,SKU056,F002,361.0,5.415,541.5,663841.095,619476.0,42199.095,2166.0,663841.095
DC015,SKU057,F002,361.0,5.415,541.5,60249.09499800012,37544.0,22705.095,0.0,60249.095
DC015,SKU059,F002,361.0,5.415,541.5,3105785.884999999,2801360.0,69956.385,234469.5,3105785.885
DC015,SKU060,F002,361.0,5.415,541.5,664972.83,606480.0,24919.83,33573.0,664972.83
DC015,SKU062,F002,361.0,5.415,541.5,16878159.704999972,16407450.0,465294.705,5415.0,16878159.705
DC015,SKU063,F002,361.0,5.415,541.5,2378764.375,2256250.0,99229.875,23284.5,2378764.375
DC015,SKU068,F002,361.0,5.415,541.5,5915578.84499997,5631600.0,166473.345,117505.5,5915578.845
DC015,SKU069,F002,361.0,5.415,541.5,4869716.719999947,4655456.0,208304.22,5956.5,4869716.72
DC015,SKU070,F002,361.0,5.415,541.5,1243348.979999978,1182636.0,46633.98,14079.0,1243348.98
DC015,SKU071,F002,361.0,5.415,541.5,187142.39999699997,108300.0,8447.4,70395.0,187142.4
DC016,SKU001,F002,378.0,5.67,567.0,31570.56,0.0,31570.56,0.0,31570.56
DC016,SKU002,F002,378.0,5.67,567.0,51933.41987756754,39312.0,11487.42,1134.0,51933.42
DC016,SKU005,F002,378.0,5.67,567.0,1575301.7699999993,1388016.0,52339.77,134946.0,1575301.77
DC016,SKU006,F002,378.0,5.67,567.0,3879211.7699999996,3704400.0,161770.77,13041.0,3879211.77
DC016,SKU007,F002,378.0,5.67,567.0,417311.99999999994,381024.0,26082.0,10206.0,417312.0
DC016,SKU008,F002,378.0,5.67,567.0,2747200.0499999914,2619540.0,127093.05,567.0,2747200.05
DC016,SKU009,F002,378.0,5.67,567.0,692647.2000000001,635040.0,19618.2,37989.0,692647.2
DC016,SKU011,F002,378.0,5.67,567.0,498735.08999999997,472500.0,25101.09,1134.0,498735.09
DC016,SKU012,F002,378.0,5.67,567.0,406752.56999998627,343980.0,32154.57,30618.0,406752.57
DC016,SKU015,F002,378.0,5.67,567.0,668799.1799999973,616896.0,39429.18,12474.0,668799.18
DC016,SKU016,F002,378.0,5.67,567.0,876173.7599999973,762048.0,101084.76,13041.0,876173.76
DC016,SKU017,F002,378.0,5.67,567.0,171891.72,142884.0,10863.72,18144.0,171891.72
DC016,SKU019,F002,378.0,5.67,567.0,13616442.63,12557916.0,332766.63,725760.0,13616442.63
DC016,SKU022,F002,378.0,5.67,567.0,10385727.659999983,9811368.0,281220.66,293139.0,10385727.66
DC016,SKU023,F002,378.0,5.67,567.0,67867654.67999978,65073456.0,1498036.68,1296162.0,67867654.68
DC016,SKU024,F002,378.0,5.67,567.0,578283.3,544320.0,27159.3,6804.0,578283.3
DC016,SKU025,F002,378.0,5.67,567.0,3650317.65,3515400.0,126412.65,8505.0,3650317.65
DC016,SKU026,F002,378.0,5.67,567.0,1294767.1799999992,1134000.0,40563.18,120204.0,1294767.18
DC016,SKU027,F002,378.0,5.67,567.0,1846736.0099999995,1778112.0,65789.01,2835.0,1846736.01
DC016,SKU029,F002,378.0,5.67,567.0,8775358.829999994,8276688.0,493000.83,5670.0,8775358.83
DC016,SKU030,F002,378.0,5.67,567.0,204550.91999999998,163296.0,21976.92,19278.0,204550.91999999998
DC016,SKU032,F002,378.0,5.67,567.0,1841712.3899999985,1698732.0,49425.39,93555.0,1841712.39
DC016,SKU033,F002,378.0,5.67,567.0,27783.0,0.0,0.0,27783.0,27783.0
DC016,SKU034,F002,378.0,5.67,567.0,1099764.54,1034208.0,49113.54,16443.0,1099764.54
DC016,SKU038,F002,378.0,5.67,567.0,34496.28,15876.0,476.28,18144.0,34496.28
DC016,SKU039,F002,378.0,5.67,567.0,592146.4500000002,555660.0,35352.45,1134.0,592146.45
DC016,SKU041,F002,378.0,5.67,567.0,362959.37999997754,326592.0,25594.38,10773.0,362959.38
DC016,SKU042,F002,378.0,5.67,567.0,154564.19999999998,127008.0,11680.2,15876.0,154564.2
DC016,SKU045,F002,378.0,5.67,567.0,20262693.77999999,19535040.0,707808.78,19845.0,20262693.78
DC016,SKU046,F002,378.0,5.67,567.0,19818095.849999934,18574920.0,407984.85,835191.0,19818095.85
DC016,SKU047,F002,378.0,5.67,567.0,3100184.01,3027024.0,72593.01,567.0,3100184.01
DC016,SKU050,F002,378.0,5.67,567.0,23281.02,0.0,23281.02,0.0,23281.02
DC016,SKU052,F002,378.0,5.67,567.0,65324.06999999996,45360.0,6923.07,13041.0,65324.07
DC016,SKU053,F002,378.0,5.67,567.0,261326.51999999056,211680.0,15059.52,34587.0,261326.52
DC016,SKU054,F002,378.0,5.67,567.0,271054.35,0.0,271054.35,0.0,271054.35
DC016,SKU055,F002,378.0,5.67,567.0,17594.009999644688,0.0,7955.01,9639.0,17594.010000000002
DC016,SKU056,F002,378.0,5.67,567.0,86964.56999999999,19656.0,57669.57,9639.0,86964.57
DC016,SKU057,F002,378.0,5.67,567.0,51748.2,19656.0,9412.2,22680.0,51748.2
DC016,SKU059,F002,378.0,5.67,567.0,543575.339999999,514080.0,23825.34,5670.0,543575.34
DC016,SKU060,F002,378.0,5.67,567.0,237062.69999999975,181440.0,13664.7,41958.0,237062.7
DC016,SKU062,F002,378.0,5.67,567.0,7205677.92,6558300.0,231766.91999999998,415611.0,7205677.92
DC016,SKU063,F002,378.0,5.67,567.0,2410494.6599999964,2230200.0,63492.659999999996,116802.0,2410494.66
DC016,SKU068,F002,378.0,5.67,567.0,1809705.24,1723680.0,72984.24,13041.0,1809705.24
DC016,SKU069,F002,378.0,5.67,567.0,2227047.48,2103192.0,75093.48,48762.0,2227047.48
DC016,SKU070,F002,378.0,5.67,567.0,322851.6899999997,275184.0,15915.69,31752.0,322851.69
DC016,SKU071,F002,378.0,5.67,567.0,71872.91999999987,56700.0,13471.92,1701.0,71872.92
DC017,SKU001,F001,260.0,3.9,390.0,49862.8,20800.0,7222.8,21840.0,49862.8
DC017,SKU002,F001,260.0,3.9,390.0,88258.29999999769,67600.0,5838.3,14820.0,88258.3
DC017,SKU005,F001,260.0,3.9,390.0,1004831.1,973440.0,27881.1,3510.0,1004831.1
DC017,SKU006,F001,260.0,3.9,390.0,3565464.5,3403400.0,147634.5,14430.0,3565464.5
DC017,SKU008,F001,260.0,3.9,390.0,226510.6999999972,182000.0,23060.7,21450.0,226510.7
DC017,SKU009,F001,260.0,3.9,390.0,297562.19999999995,249600.0,43672.2,4290.0,297562.2
DC017,SKU011,F001,260.0,3.9,390.0,893860.5000000001,858000.0,26890.5,8970.0,893860.5
DC017,SKU012,F001,260.0,3.9,390.0,409904.29999999993,338000.0,23934.3,47970.0,409904.3
DC017,SKU015,F001,260.0,3.9,390.0,624553.7999999999,586560.0,23953.8,14040.0,624553.8
DC017,SKU016,F001,260.0,3.9,390.0,216287.49999999715,189280.0,27007.5,0.0,216287.5
DC017,SKU017,F001,260.0,3.9,390.0,342981.5999999994,327600.0,15381.6,0.0,342981.6
DC017,SKU019,F001,260.0,3.9,390.0,21983075.39999994,21064680.0,650465.4,267930.0,21983075.4
DC017,SKU022,F001,260.0,3.9,390.0,33193641.0,30981600.0,837291.0,1374750.0,33193641.0
DC017,SKU023,F001,260.0,3.9,390.0,85555594.8,79251120.0,2102614.8,4201860.0,85555594.8
DC017,SKU024,F001,260.0,3.9,390.0,591680.6999999995,538200.0,19940.7,33540.0,591680.7
DC017,SKU025,F001,260.0,3.9,390.0,6752058.300000001,6146400.0,172758.3,432900.0,6752058.3
DC017,SKU026,F001,260.0,3.9,390.0,750375.6,702000.0,32385.6,15990.0,750375.6
DC017,SKU027,F001,260.0,3.9,390.0,222303.89999999976,207480.0,14433.9,390.0,222303.9
DC017,SKU029,F001,260.0,3.9,390.0,6402657.299999964,6071520.0,312807.3,18330.0,6402657.3
DC017,SKU030,F001,260.0,3.9,390.0,89399.6999999638,74880.0,9059.699999999999,5460.0,89399.7
DC017,SKU032,F001,260.0,3.9,390.0,2745221.6999999997,2642640.0,96731.7,5850.0,2745221.7
DC017,SKU033,F001,260.0,3.9,390.0,79329.89999999986,65520.0,5229.9,8580.0,79329.9
DC017,SKU034,F001,260.0,3.9,390.0,746436.5999999376,711360.0,26106.6,8970.0,746436.6
DC017,SKU036,F001,260.0,3.9,390.0,1412907.599999773,1123200.0,62727.6,226980.0,1412907.6
DC017,SKU038,F001,260.0,3.9,390.0,38914.199999000004,10920.0,27994.2,0.0,38914.2
DC017,SKU039,F001,260.0,3.9,390.0,2210500.4999999995,2129400.0,81100.5,0.0,2210500.5
DC017,SKU040,F001,260.0,3.9,390.0,19125.599999999988,0.0,15.6,19110.0,19125.6
