date,dc_id,sku_id,leadtime_actual,vlt_pred,recent_mean_7,recent_mean_30,recent_std_30,recent_sum_7,recent_sum_30,demand_forecast_sum,future_demand_sum,demand_source,current_inv,dc_capacity,factory_inv,transport_cost,pt_box,box_volume,push_lb,push_ub,target_replenishment,is_order_day,optimal_replenishment_pallet,optimal_replenishment_box,arrival_qty_box,ending_inventory_box,stockout_qty_box,holding_cost,stockout_cost,unit_transport_cost,target_replenishment_pallet,target_replenishment_box
2019-01-04,DC002,SKU023,5.0,5.0,13512.42857142857,14181.633333333333,10094.191417124779,94587.0,425449.0,68565.95,52068.0,rolling_proxy,39131.0,304664.05,127214.0,198.0,36.0,1.0,159000.0,161000.0,0.0,1,0,0.0,0.0,0.0,19800.0,2.97,297.0,198.0,0.0,0.0
2019-01-04,DC002,SKU024,6.0,6.0,38.714285714285715,43.06666666666667,40.70457249772096,271.0,1292.0,240.11999999999998,171.0,rolling_proxy,178.0,304664.05,0.0,198.0,30.0,1.28,159000.0,161000.0,60.0,1,2,60.0,0.0,0.0,86.0,2.97,297.0,198.0,2.0,60.0
2019-01-04,DC002,SKU025,3.0,3.0,1384.4285714285713,1347.5666666666666,1043.1188070184314,9691.0,40427.0,4120.11,2527.0,rolling_proxy,6776.0,304664.05,0.0,198.0,60.0,0.768,159000.0,161000.0,3720.0,1,62,3720.0,0.0,0.0,3511.0,2.97,297.0,198.0,62.0,3720.0
2019-01-04,DC002,SKU026,3.0,3.0,275.2857142857143,281.96666666666664,217.1017401025509,1927.0,8459.0,831.8699999999999,579.0,rolling_proxy,826.0,304664.05,0.0,198.0,60.0,0.768,159000.0,161000.0,1440.0,1,24,1440.0,0.0,0.0,658.0,2.97,297.0,198.0,24.0,1440.0
2019-01-04,DC002,SKU027,3.0,3.0,7.285714285714286,5.2,10.83020467642848,51.0,156.0,19.98,9.0,rolling_proxy,65.0,304664.05,2971.0,198.0,42.0,0.99,159000.0,161000.0,0.0,1,0,0.0,0.0,54.0,0.0,2.97,297.0,198.0,0.0,0.0
2019-01-04,DC002,SKU029,7.0,7.0,1501.0,1539.4333333333334,895.9780385453405,10507.0,46183.0,10587.71,9201.0,rolling_proxy,15925.0,304664.05,74536.0,198.0,56.0,1.2,159000.0,161000.0,2296.0,1,41,2296.0,0.0,6929.0,0.0,2.97,297.0,198.0,41.0,2296.0
2019-01-04,DC002,SKU030,2.0,2.0,16.571428571428573,25.8,28.009998214923183,116.0,774.0,38.68,44.0,rolling_proxy,332.0,304664.05,3007.0,198.0,48.0,0.792,159000.0,161000.0,0.0,1,0,0.0,0.0,180.0,0.0,2.97,297.0,198.0,0.0,0.0
2019-01-04,DC002,SKU031,4.0,4.0,238.42857142857142,366.8666666666667,326.3984000505449,1669.0,11006.0,1107.84,682.0,rolling_proxy,4194.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0,1,0,0.0,0.0,2150.0,0.0,2.97,297.0,198.0,0.0,0.0
2019-01-04,DC002,SKU032,5.0,5.0,288.57142857142856,277.2,210.852302176982,2020.0,8316.0,1425.7999999999997,933.0,rolling_proxy,1857.0,304664.05,46430.0,198.0,42.0,0.99,159000.0,161000.0,462.0,1,11,462.0,0.0,191.0,0.0,2.97,297.0,198.0,11.0,462.0
2019-01-04,DC002,SKU034,2.0,2.0,126.42857142857143,118.13333333333334,85.78023600392395,885.0,3544.0,247.88,51.0,rolling_proxy,1008.0,304664.05,5467.0,198.0,48.0,0.792,159000.0,161000.0,240.0,1,5,240.0,0.0,268.0,0.0,2.97,297.0,198.0,5.0,240.0
